,line,location,language,original_comment,new_line,trigram,comment length,value,category,keywords,description,length,prediction
510,"['inact', 'tab', 'survey', 'header', 'text', 'inact', 'tab', 'survey', 'ask', 'feedback', 'improv', 'inact', 'tab', 'featur']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2054,xml,Inactive tabs survey  Header text for the inactive tabs survey asking for feedback to improve the inactive tabs feature.  ,inact tab survey header text inact tab survey ask feedback improv inact tab featur,"[('inact', 'tab', 'survey'), ('tab', 'survey', 'header'), ('survey', 'header', 'text'), ('header', 'text', 'inact'), ('text', 'inact', 'tab'), ('inact', 'tab', 'survey'), ('tab', 'survey', 'ask'), ('survey', 'ask', 'feedback'), ('ask', 'feedback', 'improv'), ('feedback', 'improv', 'inact'), ('improv', 'inact', 'tab'), ('inact', 'tab', 'featur')]",14,['obeys privacy'],['Self_direction'],['ask'],conforms with value,14,
511,"['header', 'text', 'inact', 'tab', 'survey', 'ask', 'feedback', 'improv', 'inact', 'tab', 'featur']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2056,xml,Header text for the inactive tabs survey asking for feedback to improve the inactive tabs feature.  ,header text inact tab survey ask feedback improv inact tab featur,"[('header', 'text', 'inact'), ('text', 'inact', 'tab'), ('inact', 'tab', 'survey'), ('tab', 'survey', 'ask'), ('survey', 'ask', 'feedback'), ('ask', 'feedback', 'improv'), ('feedback', 'improv', 'inact'), ('improv', 'inact', 'tab'), ('inact', 'tab', 'featur')]",11,['obeys privacy'],['Self_direction'],['ask'],conforms with value,11,
512,"['content', 'text', 'inact', 'tab', 'survey', 'ask', 'primari', 'survey', 'feedback', 'question']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2059,xml,Content text for the inactive tabs survey asking the primary survey feedback question.  ,content text inact tab survey ask primari survey feedback question,"[('content', 'text', 'inact'), ('text', 'inact', 'tab'), ('inact', 'tab', 'survey'), ('tab', 'survey', 'ask'), ('survey', 'ask', 'primari'), ('ask', 'primari', 'survey'), ('primari', 'survey', 'feedback'), ('survey', 'feedback', 'question')]",10,"['obeys privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['ask', 'content']",conforms with value,10,
513,"['one', 'feedback', 'option', 'select', 'respons', 'inact', 'tab', 'survey', 'question']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2061,xml,One of the feedback option that can be selected as a responses to the inactive tabs survey question.  ,one feedback option select respons inact tab survey question,"[('one', 'feedback', 'option'), ('feedback', 'option', 'select'), ('option', 'select', 'respons'), ('select', 'respons', 'inact'), ('respons', 'inact', 'tab'), ('inact', 'tab', 'survey'), ('tab', 'survey', 'question')]",9,"['obeys choice', 'obeys pleasure']","['Self_direction', 'Hedonism']","['select', 'select']",conforms with value,9,
514,"['confirm', 'button', 'text', 'submit', 'feedback', 'inact', 'tab', 'survey']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2073,xml,Confirmation button text to submit the feedback for the inactive tabs survey.  ,confirm button text submit feedback inact tab survey,"[('confirm', 'button', 'text'), ('button', 'text', 'submit'), ('text', 'submit', 'feedback'), ('submit', 'feedback', 'inact'), ('feedback', 'inact', 'tab'), ('inact', 'tab', 'survey')]",8,['obeys privacy'],['Self_direction'],['confirm'],conforms with value,8,
515,"['content', 'descript', 'inact', 'tab', 'survey', 'close', 'button']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2075,xml,Content description for inactive tabs survey close button  ,content descript inact tab survey close button,"[('content', 'descript', 'inact'), ('descript', 'inact', 'tab'), ('inact', 'tab', 'survey'), ('tab', 'survey', 'close'), ('survey', 'close', 'button')]",7,['obeys pleasure'],['Hedonism'],['content'],conforms with value,7,
516,"['content', 'descript', 'close', 'button', 'collect', 'place', 'holder']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2081,xml,Content description for close button in collection placeholder.  ,content descript close button collect place holder,"[('content', 'descript', 'close'), ('descript', 'close', 'button'), ('close', 'button', 'collect'), ('button', 'collect', 'placehold')]",6,['obeys pleasure'],['Hedonism'],['content'],conforms with value,7,
517,"['content', 'descript', 'radio', 'button', 'link', 'inform']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2084,xml,Content description radio buttons with a link to more information  ,content descript radio button link inform,"[('content', 'descript', 'radio'), ('descript', 'radio', 'button'), ('radio', 'button', 'link'), ('button', 'link', 'inform')]",6,['obeys pleasure'],['Hedonism'],['content'],conforms with value,6,
518,"['content', 'descript', 'action', 'bar', 'button']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2087,xml,"Content description for the action bar ""up"" button  ",content descript action bar button,"[('content', 'descript', 'action'), ('descript', 'action', 'bar'), ('action', 'bar', 'button')]",5,['obeys pleasure'],['Hedonism'],['content'],conforms with value,5,
519,"['content', 'descript', 'privaci', 'content', 'close', 'button']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2090,xml,Content description for privacy content close button  ,content descript privaci content close button,"[('content', 'descript', 'privaci'), ('descript', 'privaci', 'content'), ('privaci', 'content', 'close'), ('content', 'close', 'button')]",6,"['obeys privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['privaci', 'content', 'content']",conforms with value,6,
520,"['text', 'button', 'owe', 'user', 'access', 'extern', 'url', 'pocket', 'recommend', 'ation']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 2100,xml,Text of a button allowing users to access an external url for more Pocket recommendations.  ,text button owe user access extern url pocket recommend ation,"[('text', 'button', 'allow'), ('button', 'allow', 'user'), ('allow', 'user', 'access'), ('user', 'access', 'extern'), ('access', 'extern', 'url'), ('extern', 'url', 'pocket'), ('url', 'pocket', 'recommend')]",9,['violates security'],['Security'],['access'],value violation,10,
521,"['text', 'button', 'delet', 'singl', 'histori', 'item']",/Users/rubber/fenix/app/src/main/res/values-ast/strings.xml: 696,xml,Text for the button to delete a single history item  ,text button delet singl histori item,"[('text', 'button', 'delet'), ('button', 'delet', 'singl'), ('delet', 'singl', 'histori'), ('singl', 'histori', 'item')]",6,['obeys privacy'],['Self_direction'],['histori'],conforms with value,6,
522,"['download', 'text', 'button', 'clear', 'download']",/Users/rubber/fenix/app/src/main/res/values-ast/strings.xml: 721,xml,Downloads  Text for the button to clear all downloads  ,download text button clear download,"[('download', 'text', 'button'), ('text', 'button', 'clear'), ('button', 'clear', 'download')]",5,['obeys creativity'],['Self_direction'],['clear'],conforms with value,5,
523,"['text', 'dialog', 'confirm', 'clear', 'download']",/Users/rubber/fenix/app/src/main/res/values-ast/strings.xml: 723,xml,Text for the dialog to confirm clearing all downloads  ,text dialog confirm clear download,"[('text', 'dialog', 'confirm'), ('dialog', 'confirm', 'clear'), ('confirm', 'clear', 'download')]",5,"['obeys creativity', 'obeys privacy']","['Self_direction', 'Self_direction']","['clear', 'confirm']",conforms with value,5,
524,"['text', 'snack', 'bar', 'confirm', 'multipl', 'download', 'item', 'remov']",/Users/rubber/fenix/app/src/main/res/values-ast/strings.xml: 727,xml,Text for the snackbar to confirm that multiple downloads items have been removed  ,text snack bar confirm multipl download item remov,"[('text', 'snackbar', 'confirm'), ('snackbar', 'confirm', 'multipl'), ('confirm', 'multipl', 'download'), ('multipl', 'download', 'item'), ('download', 'item', 'remov')]",7,['obeys privacy'],['Self_direction'],['confirm'],conforms with value,8,
525,"['inactiv', 'tab', 'tab', 'tray', 'titl', 'text', 'display', 'tab', 'tray', 'tab', 'unus', 'number', 'day']",/Users/rubber/fenix/app/src/main/res/values-ast/strings.xml: 1748,xml,Inactivate tabs in the tabs tray  Title text displayed in the tabs tray when a tab has been unused for 4 days.  ,inactiv tab tab tray titl text display tab tray tab unus number day,"[('inactiv', 'tab', 'tab'), ('tab', 'tab', 'tray'), ('tab', 'tray', 'titl'), ('tray', 'titl', 'text'), ('titl', 'text', 'display'), ('text', 'display', 'tab'), ('display', 'tab', 'tray'), ('tab', 'tray', 'tab'), ('tray', 'tab', 'unus'), ('tab', 'unus', '4'), ('unus', '4', 'day')]",13,['violates clean'],['Security'],['unus'],value violation,13,
526,"['button', 'search', 'view', 'let', 'user', 'search', 'use', 'short', 'cut']",/Users/rubber/fenix/app/src/main/res/values-lij/strings.xml: 145,xml,Button in the search view that lets a user search by using a shortcut  ,button search view let user search use short cut,"[('button', 'search', 'view'), ('search', 'view', 'let'), ('view', 'let', 'user'), ('let', 'user', 'search'), ('user', 'search', 'use'), ('search', 'use', 'shortcut')]",8,['obeys pleasure'],['Hedonism'],['shortcut'],conforms with value,9,
527,"['deprec', 'header', 'display', 'select', 'short', 'cut', 'search', 'engin']",/Users/rubber/fenix/app/src/main/res/values-lij/strings.xml: 149,xml,DEPRECATED: Header displayed when selecting a shortcut search engine  ,deprec header display select short cut search engin,"[('deprec', 'header', 'display'), ('header', 'display', 'select'), ('display', 'select', 'shortcut'), ('select', 'shortcut', 'search'), ('shortcut', 'search', 'engin')]",7,"['obeys choice', 'obeys pleasure']","['Self_direction', 'Hedonism']","['select', 'select', 'shortcut']",conforms with value,8,
528,"['prefer', 'titl', 'switch', 'prefer', 'show', 'search', 'short', 'cut']",/Users/rubber/fenix/app/src/main/res/values-lij/strings.xml: 260,xml,Preference title for switch preference to show search shortcuts  ,prefer titl switch prefer show search short cut,"[('prefer', 'titl', 'switch'), ('titl', 'switch', 'prefer'), ('switch', 'prefer', 'show'), ('prefer', 'show', 'search'), ('show', 'search', 'shortcut')]",7,"['obeys choice', 'obeys pleasure']","['Self_direction', 'Hedonism']","['prefer', 'prefer', 'shortcut']",conforms with value,8,
529,"['descript', 'quick', 'set', 'tell', 'user', 'track', 'protect', 'global', 'site', 'link', 'set', 'turn']",/Users/rubber/fenix/app/src/main/res/values-lij/strings.xml: 345,xml,"Description in Quick Settings that tells user tracking protection is off globally for all sites, and links to Settings to turn it on  ",descript quick set tell user track protect global site link set turn,"[('descript', 'quick', 'set'), ('quick', 'set', 'tell'), ('set', 'tell', 'user'), ('tell', 'user', 'track'), ('user', 'track', 'protect'), ('track', 'protect', 'global'), ('protect', 'global', 'site'), ('global', 'site', 'link'), ('site', 'link', 'set'), ('link', 'set', 'turn')]",12,['violates privacy'],['Self_direction'],['track'],value violation,12,
530,"['text', 'button', 'manual', 'sign', 'firefox', 'account', 'word', 'firefox', 'tran', 'late']",/Users/rubber/fenix/app/src/main/res/values-lij/strings.xml: 952,xml,"text for the button to manually sign into Firefox account. The word ""Firefox"" should not be translated  ",text button manual sign firefox account word firefox tran late,"[('text', 'button', 'manual'), ('button', 'manual', 'sign'), ('manual', 'sign', 'firefox'), ('sign', 'firefox', 'account'), ('firefox', 'account', 'word'), ('account', 'word', 'firefox'), ('word', 'firefox', 'translat')]",9,"['obeys pleasure', 'obeys helpful']","['Hedonism', 'Benevolence']","['manual', 'manual']",conforms with value,10,
531,"['text', 'track', 'protect', 'card', 'descript']",/Users/rubber/fenix/app/src/main/res/values-lij/strings.xml: 962,xml,text for the tracking protection card description ,text track protect card descript,"[('text', 'track', 'protect'), ('track', 'protect', 'card'), ('protect', 'card', 'descript')]",5,['violates privacy'],['Self_direction'],['track'],value violation,5,
532,"['text', 'track', 'protect', 'card', 'descript', 'first', 'paramet', 'name', 'app', 'e', 'g', 'firefox', 'preview']",/Users/rubber/fenix/app/src/main/res/values-lij/strings.xml: 963,xml,text for the tracking protection card description     The first parameter is the name of the app (e.g. Firefox Preview) ,text track protect card descript first paramet name app e g firefox preview,"[('text', 'track', 'protect'), ('track', 'protect', 'card'), ('protect', 'card', 'descript'), ('card', 'descript', 'first'), ('descript', 'first', 'paramet'), ('first', 'paramet', 'name'), ('paramet', 'name', 'app'), ('name', 'app', 'eg'), ('app', 'eg', 'firefox'), ('eg', 'firefox', 'preview')]",12,['violates privacy'],['Self_direction'],['track'],value violation,13,
533,"['text', 'toolbar', 'posit', 'card', 'header', 'english', 'idiom', 'choos', 'side', 'argument', 'fight', 'ok', 'make', 'liter', 'choos', 'posit', 'physic', 'space']",/Users/rubber/fenix/app/src/main/res/values-lij/strings.xml: 978,xml,"text for the toolbar position card header         In English this is an idiom for ""choose a side as in an argument or fight""         but it is ok to make this more literally about ""choosing a position in a physical space ",text toolbar posit card header english idiom choos side argument fight ok make liter choos posit physic space,"[('text', 'toolbar', 'posit'), ('toolbar', 'posit', 'card'), ('posit', 'card', 'header'), ('card', 'header', 'english'), ('header', 'english', 'idiom'), ('english', 'idiom', 'choos'), ('idiom', 'choos', 'side'), ('choos', 'side', 'argument'), ('side', 'argument', 'fight'), ('argument', 'fight', 'ok'), ('fight', 'ok', 'make'), ('ok', 'make', 'liter'), ('make', 'liter', 'choos'), ('liter', 'choos', 'posit'), ('choos', 'posit', 'physic'), ('posit', 'physic', 'space')]",18,"['obeys choice', 'obeys equality']","['Self_direction', 'Universalism']","['choos', 'choos', 'english']",conforms with value,18,
534,"['text', 'privaci', 'notic', 'onboard', 'card', 'descript', 'first', 'paramet', 'name', 'app', 'e', 'g', 'firefox', 'preview']",/Users/rubber/fenix/app/src/main/res/values-lij/strings.xml: 994,xml,text for the privacy notice onboarding card description     The first parameter is the name of the app (e.g. Firefox Preview) ,text privaci notic onboard card descript first paramet name app e g firefox preview,"[('text', 'privaci', 'notic'), ('privaci', 'notic', 'onboard'), ('notic', 'onboard', 'card'), ('onboard', 'card', 'descript'), ('card', 'descript', 'first'), ('descript', 'first', 'paramet'), ('first', 'paramet', 'name'), ('paramet', 'name', 'app'), ('name', 'app', 'eg'), ('app', 'eg', 'firefox'), ('eg', 'firefox', 'preview')]",13,['obeys privacy'],['Self_direction'],['privaci'],conforms with value,14,
